csid	mp	inchi	name	c	h	o	mol_wt	dou	Aromatic	OH	CO	CHO	COOH	COOR	ROR
205386	33.5	InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2	pentadecanolide	15	28	2	240.38082	2.0	0	0	0	0	0	1	0
10018	-43.5	InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2	1,3-dioxane	4	8	2	88.10432	1.0	0	0	0	0	0	0	1
67230	174.5	InChI=1S/C10H10O4/c1-7(11)8-2-4-9(5-3-8)14-6-10(12)13/h2-5H,6H2,1H3,(H,12,13)	4-acetylphenoxyacetic acid	10	10	4	194.1824	6.0	1	0	1	0	1	0	1
525308	162.5	InChI=1S/C16H14O4/c1-11(17)19-15-7-3-13(4-8-15)14-5-9-16(10-6-14)20-12(2)18/h3-10H,1-2H3	4,4'-diacetoxybiphenyl	16	14	4	270.27836	10.0	1	0	0	0	0	1	0
6371	154.5	InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3	bisphenol a	15	16	2	228.28554	8.0	1	1	0	0	0	0	0
7740	90.5	InChI=1S/C8H18O2/c1-7(2,9)5-6-8(3,4)10/h9-10H,5-6H2,1-4H3	2,5-dimethyl-2,5-hexanediol	8	18	2	146.22652	0.0	0	1	0	0	0	0	0
14340	48.5	InChI=1S/C9H10O2/c1-6-3-4-9(11)8(5-6)7(2)10/h3-5,11H,1-2H3	2'-hydroxy-5'-methylacetophenone	9	10	2	150.1737	5.0	1	1	1	0	0	0	0
9564	66.5	InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3	4-methylcatechol	7	8	2	124.13642	4.0	1	1	0	0	0	0	0
61434	25.5	InChI=1S/C9H12O2/c1-7-4-5-8(10-2)9(6-7)11-3/h4-6H,1-3H3	3,4-dimethoxytoluene	9	12	2	152.18958	4.0	1	0	0	0	0	0	1
333	66.5	InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3	3-methylcatechol	7	8	2	124.13642	4.0	1	1	0	0	0	0	0
61475	46.5	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-8,11-17H2,1H3,(H,19,20)	9-octadecynoic acid	18	32	2	280.44468	3.0	0	0	0	0	1	0	0
1688	43.5	InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3	4-n-nonylphenol	15	24	1	220.35006	4.0	1	1	0	0	0	0	0
79481	113.5	InChI=1S/C13H12O2/c1-2-15-13-8-7-10-5-3-4-6-11(10)12(13)9-14/h3-9H,2H2,1H3	2-ethoxy-1-naphthaldehyde	13	12	2	200.23237999999998	8.0	1	0	0	1	0	0	1
60121	27.5	InChI=1S/C8H10O2/c1-2-10-8-6-4-3-5-7(8)9/h3-6,9H,2H2,1H3	2-ethoxyphenol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	1
61517	148.5	InChI=1S/C10H10O5/c1-14-7-4-3-6(5-11)8(10(12)13)9(7)15-2/h3-5H,1-2H3,(H,12,13)	2-carboxy-3,4-dimethoxybenzaldehyde	10	10	5	210.1814	6.0	1	0	0	1	1	0	1
71934	151.5	InChI=1S/C12H12O2/c1-13-11-5-3-10-8-12(14-2)6-4-9(10)7-11/h3-8H,1-2H3	2,6-dimethoxynaphthalene	12	12	2	188.22168	7.0	1	0	0	0	0	0	1
6898	57.5	InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-6H,7H2,1H3	benzoylacetone	10	10	2	162.18439999999998	6.0	1	0	1	0	0	0	0
7758	3.5	InChI=1S/C14H26O4/c1-3-17-13(15)11-9-7-5-6-8-10-12-14(16)18-4-2/h3-12H2,1-2H3	diethyl_sebacate	14	26	4	258.35224	2.0	0	0	0	0	0	1	0
71976	174.5	InChI=1S/C15H14O2/c1-15(14(16)17,12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3,(H,16,17)	diphenylpropionic acid	15	14	2	226.26966000000002	9.0	1	0	0	0	1	0	0
737	78.83	InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)	glycolic acid	2	4	3	76.05016	1.0	0	1	0	0	1	0	0
13835895	-6.0	InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2	triethylene glycol	6	14	4	150.17136	0.0	0	1	0	0	0	0	1
11476	147.67	InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	2-hydroxyphenylacetic acid	8	8	3	152.14612	5.0	1	1	0	0	1	0	0
60090	226.67	InChI=1S/C13H10O2/c14-13(15)12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,(H,14,15)	biphenyl-4-carboxylic acid	13	10	2	198.21649999999997	9.0	1	0	0	0	1	0	0
63538	113.77	InChI=1S/C13H10O2/c14-13(15)12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,(H,14,15)	biphenyl-2-carboxylic acid	13	10	2	198.21649999999997	9.0	1	0	0	0	1	0	0
7427	96.0	InChI=1S/C14H14O2/c1-3-7-13(8-4-1)15-11-12-16-14-9-5-2-6-10-14/h1-10H,11-12H2	1,2-diphenoxyethane	14	14	2	214.25896	8.0	1	0	0	0	0	0	1
6442	171.0	InChI=1S/C17H10O/c18-17-14-8-2-1-7-12(14)13-9-3-5-11-6-4-10-15(17)16(11)13/h1-10H	7h-benz[de]anthracen-7-one	17	10	1	230.26029999999997	13.0	1	0	1	0	0	0	0
6177	34.83	InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)	trimethylacetic acid	5	10	2	102.13090000000001	1.0	0	0	0	0	1	0	0
29054	251.67	InChI=1S/C28H30O4/c1-15(2)20-13-23(17(5)11-25(20)29)28(22-10-8-7-9-19(22)27(31)32-28)24-14-21(16(3)4)26(30)12-18(24)6/h7-16,29-30H,1-6H3	thymolphthalein	28	30	4	430.5338	14.0	1	1	0	0	0	1	0
21106121	66.33	InChI=1S/C12H18O2/c1-2-3-4-5-6-10-7-8-11(13)9-12(10)14/h7-9,13-14H,2-6H2,1H3	4-n-hexylresorcinol	12	18	2	194.26932	4.0	1	1	0	0	0	0	0
5091	69.43	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)	stearic acid	18	36	2	284.47644	1.0	0	0	0	0	1	0	0
7928	59.5	InChI=1S/C18H38O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h19H,2-18H2,1H3	1-octadecanol	18	38	1	270.49332000000004	0.0	0	1	0	0	0	0	0
79453	72.67	InChI=1S/C8H8O3/c1-11-8(10)6-3-2-4-7(9)5-6/h2-5,9H,1H3	methyl 3-hydroxybenzoate	8	8	3	152.14612	5.0	1	1	0	0	0	1	0
61560	254.67	InChI=1S/C8H8O4/c1-11-6-3-5(9)4-7(12-2)8(6)10/h3-4H,1-2H3	2,6-dimethoxy-p-benzoquinone	8	8	4	168.14512	5.0	0	0	1	0	0	0	1
60092	51.0	InChI=1S/C9H10O3/c1-11-8-3-4-9(12-2)7(5-8)6-10/h3-6H,1-2H3	2,5-dimethoxybenzaldehyde	9	10	3	166.17270000000002	5.0	1	0	0	1	0	0	1
62390	71.0	InChI=1S/C9H10O3/c1-11-8-4-3-7(6-10)9(5-8)12-2/h3-6H,1-2H3	2,4-dimethoxybenzaldehyde	9	10	3	166.17270000000002	5.0	1	0	0	1	0	0	1
11449	89.67	InChI=1S/C13H12O/c1-14-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-10H,1H3	4-methoxybiphenyl	13	12	1	184.23337999999998	8.0	1	0	0	0	0	0	1
124	151.0	InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	4-hydroxyphenylacetic acid	8	8	3	152.14612	5.0	1	1	0	0	1	0	0
12013	43.5	InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)	tridecanoic acid	13	26	2	214.34353999999996	1.0	0	0	0	0	1	0	0
13839416	43.7	InChI=1S/C6H14O2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2	1,6-hexanediol	6	14	2	118.17336	0.0	0	1	0	0	0	0	0
6770	66.75	InChI=1S/C13H12O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H	benzhydrol	13	12	1	184.23337999999998	8.0	1	1	0	0	0	0	0
21105887	33.5	InChI=1S/C15H14O/c16-15(11-13-7-3-1-4-8-13)12-14-9-5-2-6-10-14/h1-10H,11-12H2	1,3-diphenylacetone	15	14	1	210.27066000000002	9.0	1	0	1	0	0	0	0
6855	54.5	InChI=1S/C12H10O/c1-9(13)11-7-6-10-4-2-3-5-12(10)8-11/h2-8H,1H3	2-acetylnaphthalene	12	10	1	170.2068	8.0	1	0	1	0	0	0	0
256	-97.75	InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3	butyraldehyde	4	8	1	72.10531999999999	1.0	0	0	0	1	0	0	0
7803	-7.63	InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)	heptanoic acid	7	14	2	130.18406	1.0	0	0	0	0	1	0	0
7871	13.0	InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3	2-undecanone	11	22	1	170.29138	1.0	0	0	1	0	0	0	0
8569	-96.53	InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3	di-n-butyl ether	8	18	1	130.22752	0.0	0	0	0	0	0	0	1
6883	-12.75	InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3	methyl benzoate	8	8	2	136.14712	5.0	1	0	0	0	0	1	0
11526	2.75	InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3	dimethyl carbonate	3	6	3	90.07674	1.0	0	0	0	0	0	1	0
14890	17.452	InChI=1S/C4H6O2/c5-4(6)3-1-2-3/h3H,1-2H2,(H,5,6)	cyclopropanecarboxylic acid	4	6	2	86.08844	2.0	0	0	0	0	1	0	0
13856959	19.6	InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2	benzyl benzoate	14	12	2	212.24308	9.0	1	0	0	0	0	1	0
13839110	63.6	InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3	3,5-dimethylphenol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
259	-6.324	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)	butyric acid	4	8	2	88.10432	1.0	0	0	0	0	1	0	0
8574	-5.6	InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3	1-nonanol	9	20	1	144.2541	0.0	0	1	0	0	0	0	0
7706	-93.6	InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3	n-propyl acetate	5	10	2	102.13090000000001	1.0	0	0	0	0	0	1	0
1078	187.08333330000002	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	succinic acid	4	6	4	118.08644000000001	2.0	0	0	0	0	1	0	0
10181341	77.17285714	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	phenylacetic acid	8	8	2	136.14712	5.0	1	0	0	0	1	0	0
7878	-43.55	InChI=1S/C8H18O2/c1-2-3-4-5-7-10-8-6-9/h9H,2-8H2,1H3	2-(n-hexyloxy)ethanol	8	18	2	146.22652	0.0	0	1	0	0	0	0	1
13835772	31.45	InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3	o-cresol	7	8	1	108.13741999999999	4.0	1	1	0	0	0	0	0
10426	68.6	InChI=1S/C23H46O/c1-3-5-7-9-11-13-15-17-19-21-23(24)22-20-18-16-14-12-10-8-6-4-2/h3-22H2,1-2H3	12-tricosanone	23	46	1	338.61034000000006	1.0	0	0	1	0	0	0	0
7140	109.93	InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)	m-toluic acid	8	8	2	136.14712	5.0	1	0	0	0	1	0	0
13839174	47.43	InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3	2,6-dimethylphenol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
14582	61.75	InChI=1S/C12H16O/c13-12(9-5-2-6-10-12)11-7-3-1-4-8-11/h1,3-4,7-8,13H,2,5-6,9-10H2	1-phenylcyclohexanol	12	16	1	176.25444	5.0	1	1	0	0	0	0	0
10621	50.75	InChI=1S/C9H10O3/c1-6(10)8-4-3-7(12-2)5-9(8)11/h3-5,11H,1-2H3	2'-hydroxy-4'-methoxyacetophenone	9	10	3	166.17270000000002	5.0	1	1	1	0	0	0	1
11181	80.75	InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)	2-hydroxyisobutyric acid	4	8	3	104.10332	1.0	0	1	0	0	1	0	0
29031	22.25	InChI=1S/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3	tetradecyl_aldehyde	14	28	1	212.37112	1.0	0	0	0	1	0	0	0
55194	100.75	InChI=1S/C15H22O5/c1-2-3-4-5-6-7-8-20-15(19)11-9-12(16)14(18)13(17)10-11/h9-10,16-18H,2-8H2,1H3	n-octyl gallate	15	22	5	282.33018000000004	5.0	1	1	0	0	0	1	0
60464	62.75	InChI=1S/C10H12O3/c1-3-13-9-5-4-8(7-11)6-10(9)12-2/h4-7H,3H2,1-2H3	4-ethoxy-3-methoxybenzaldehyde	10	12	3	180.19928	5.0	1	0	0	1	0	0	1
7956	-139.75	InChI=1S/C2H6O/c1-3-2/h1-2H3	dimethyl ether	2	6	1	46.06804	0.0	0	0	0	0	0	0	1
10251740	132.3333333	InChI=1S/C5H4O3/c6-5(7)4-2-1-3-8-4/h1-3H,(H,6,7)	2-furoic acid	5	4	3	112.08226	4.0	1	0	0	0	1	0	0
13837329	3.63	InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3	dimethyl phthalate	10	10	4	194.1824	6.0	1	0	0	0	0	1	0
21105848	42.7525	InChI=1S/C8H8O3/c1-11-7-4-2-3-6(5-9)8(7)10/h2-5,10H,1H3	2-hydroxy-3-methoxybenzaldehyde	8	8	3	152.14612	5.0	1	1	0	1	0	0	1
13839151	72.762	InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3	2,3-dimethylphenol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
6916	69.05555556	InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3	n-butyl 4-hydroxybenzoate	11	14	3	194.22586	5.0	1	1	0	0	0	1	0
5004	132.83	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	sebacic acid	10	18	4	202.24592	2.0	0	0	0	0	1	0	0
10001	-30.4025	InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)	isovaleric acid	5	10	2	102.13090000000001	1.0	0	0	0	0	1	0	0
59556	42.15	InChI=1S/C6H14O2/c1-3-6(2,4-7)5-8/h7-8H,3-5H2,1-2H3	2-ethyl-2-methyl-1,3-propanediol	6	14	2	118.17336	0.0	0	1	0	0	0	0	0
7026	-18.53714286	InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2	cyclopentanol	5	10	1	86.1319	1.0	0	1	0	0	0	0	0
7175	34.73	InChI=1S/C9H10O2/c1-7-3-5-8(6-4-7)9(10)11-2/h3-6H,1-2H3	methyl p-toluate	9	10	2	150.1737	5.0	1	0	0	0	0	1	0
7511	-45.7	InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3	ethyl octanoate	10	20	2	172.2638	1.0	0	0	0	0	0	1	0
30349	-37.0	InChI=1S/C4H6O2/c1-2-3-4(5)6/h2H,1,3H2,(H,5,6)	vinylacetic acid	4	6	2	86.08844	2.0	0	0	0	0	1	0	0
84452	222.0	InChI=1S/C10H8O2/c11-9-3-1-7-5-10(12)4-2-8(7)6-9/h1-6,11-12H	2,6-dihydroxynaphthalene	10	8	2	160.16852	7.0	1	1	0	0	0	0	0
6928	231.0	InChI=1S/C8H6O4/c9-8(10)5-1-2-6-7(3-5)12-4-11-6/h1-3H,4H2,(H,9,10)	piperonylic acid	8	6	4	166.12924	6.0	1	0	0	0	1	0	1
24499	8.0	InChI=1S/C13H12O2/c14-10-11-5-4-8-13(9-11)15-12-6-2-1-3-7-12/h1-9,14H,10H2	3-phenoxybenzyl alcohol	13	12	2	200.23237999999998	8.0	1	1	0	0	0	0	1
12291	81.0	InChI=1S/C11H8O2/c12-7-10-9-4-2-1-3-8(9)5-6-11(10)13/h1-7,13H	2-hydroxy-1-naphthaldehyde	11	8	2	172.17922000000002	8.0	1	1	0	1	0	0	0
11180	-12.0	InChI=1S/C6H14O/c1-5(2)6(3,4)7/h5,7H,1-4H3	2,3-dimethyl-2-butanol	6	14	1	102.17436	0.0	0	1	0	0	0	0	0
86894	32.0	InChI=1S/C16H16O3/c1-2-19-15(17)16(18,13-9-5-3-6-10-13)14-11-7-4-8-12-14/h3-12,18H,2H2,1H3	ethyl benzilate	16	16	3	256.29524	9.0	1	1	0	0	0	1	0
4478521	223.0	InChI=1S/C17H14O6/c1-21-10-5-3-9(4-6-10)13-7-11(18)15-14(23-13)8-12(19)17(22-2)16(15)20/h3-8,19-20H,1-2H3	pectolinarigenin	17	14	6	314.28706	11.0	1	1	0	0	0	0	1
68220	39.0	InChI=1S/C14H12O2/c1-16-13-10-6-5-9-12(13)14(15)11-7-3-2-4-8-11/h2-10H,1H3	2-methoxybenzophenone	14	12	2	212.24308	9.0	1	0	1	0	0	0	1
66551	26.0	InChI=1S/C10H18O/c11-10-8-6-4-2-1-3-5-7-9-10/h1-9H2	cyclodecanone	10	18	1	154.24892	2.0	0	0	1	0	0	0	0
21105795	105.67	InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H	3-hydroxybenzaldehyde	7	6	2	122.12054	5.0	1	1	0	1	0	0	0
7315	80.33	InChI=1S/C13H10O3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H	diphenyl carbonate	13	10	3	214.21549999999996	9.0	1	0	0	0	0	1	0
12696	82.67	InChI=1S/C12H10O2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,13H	4-phenoxyphenol	12	10	2	186.20579999999998	8.0	1	1	0	0	0	0	1
8554	-46.33	InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2	tetrahydropyran	5	10	1	86.1319	1.0	0	0	0	0	0	0	1
13849	30.5	InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3	2-acetylfuran	6	6	2	110.10984	4.0	1	0	1	0	0	0	0
11091	31.67	InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)	levulinic acid	5	8	3	116.11402	2.0	0	0	1	0	1	0	0
64166	123.17	InChI=1S/C10H10O4/c1-7(11)13-9-3-5-10(6-4-9)14-8(2)12/h3-6H,1-2H3	1,4-diacetoxybenzene	10	10	4	194.1824	6.0	1	0	0	0	0	1	0
10966	42.77	InChI=1S/C10H14O/c1-10(2,3)8-5-4-6-9(11)7-8/h4-7,11H,1-3H3	3-tert-butylphenol	10	14	1	150.21716	4.0	1	1	0	0	0	0	0
6164	52.17	InChI=1S/C5H12O/c1-5(2,3)4-6/h6H,4H2,1-3H3	neopentyl alcohol	5	12	1	88.14778	0.0	0	1	0	0	0	0	0
11556	34.0	InChI=1S/C9H12O/c1-9(2,10)8-6-4-3-5-7-8/h3-7,10H,1-2H3	2-phenyl-2-propanol	9	12	1	136.19058	4.0	1	1	0	0	0	0	0
15418	95.33	InChI=1S/C6H8O4/c1-6(2)9-4(7)3-5(8)10-6/h3H2,1-2H3	isopropylidene malonate	6	8	4	144.12372	3.0	0	0	0	0	0	1	0
6728	37.33	InChI=1S/C8H10O/c1-7-4-2-3-5-8(7)6-9/h2-5,9H,6H2,1H3	2-methylbenzyl alcohol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
6165	-9.7	InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3	2-methyl-2-butanol	5	12	1	88.14778	0.0	0	1	0	0	0	0	0
67735	11.33	InChI=1S/C11H22O/c1-3-5-6-7-8-9-10-11(12)4-2/h3-10H2,1-2H3	3-undecanone	11	22	1	170.29138	1.0	0	0	1	0	0	0	0
7894	-2.0	InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3	undecanal	11	22	1	170.29138	1.0	0	0	0	1	0	0	0
13839107	-77.33	InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3	diethylene glycol monoethyl ether	6	14	3	134.17236	0.0	0	1	0	0	0	0	1
10977	105.33	InChI=1S/C8H8O3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3,(H,9,10)	3-methoxybenzoic acid	8	8	3	152.14612	5.0	1	0	0	0	1	0	1
13839575	-65.33	InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3	diethylene glycol dimethyl ether	6	14	3	134.17236	0.0	0	0	0	0	0	0	1
13839012	58.0	InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H	2-phenylphenol	12	10	1	170.2068	8.0	1	1	0	0	0	0	0
6505	208.75	InChI=1S/C14H8O2/c15-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(13)16/h1-8H	9,10-phenanthrenequinone	14	8	2	208.21132	11.0	1	0	1	0	0	0	0
21733	34.0	InChI=1S/C10H10O2/c1-7(11)9-4-3-5-10(6-9)8(2)12/h3-6H,1-2H3	1,3-diacetylbenzene	10	10	2	162.18439999999998	6.0	1	0	1	0	0	0	0
7621	-83.0	InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3	4-methyl-2-pentanone	6	12	1	100.15848	1.0	0	0	1	0	0	0	0
28982	44.63	InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3	4-ethylphenol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
21105878	58.25	InChI=1S/C8H10O2/c1-9-7-3-5-8(10-2)6-4-7/h3-6H,1-2H3	1,4-dimethoxybenzene	8	10	2	138.16299999999998	4.0	1	0	0	0	0	0	1
447	29.5	InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3	2-methoxyphenol	7	8	2	124.13642	4.0	1	1	0	0	0	0	1
4611	50.7475	InChI=1S/C10H12O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,11,12)	4-phenylbutyric acid	10	12	2	164.20028	5.0	1	0	0	0	1	0	0
6901	69.2	InChI=1S/C13H10O2/c14-13(11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1-10H	phenyl benzoate	13	10	2	198.21649999999997	9.0	1	0	0	0	0	1	0
7176	129.4285714	InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3	methyl 4-hydroxybenzoate	8	8	3	152.14612	5.0	1	1	0	0	0	1	0
331	158.7542857	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	salicylic acid	7	6	3	138.11954	5.0	1	1	0	0	1	0	0
13836399	-76.27	InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3	2-n-butoxyethanol	6	14	2	118.17336	0.0	0	1	0	0	0	0	1
14348	55.7	InChI=1S/C17H36O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18/h18H,2-17H2,1H3	1-heptadecanol	17	36	1	256.46674	0.0	0	1	0	0	0	0	0
13835209	18.9	InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2	1,4-butanediol	4	10	2	90.1202	0.0	0	1	0	0	0	0	0
11875	20.25	InChI=1S/C7H16O2/c8-6-4-2-1-3-5-7-9/h8-9H,1-7H2	1,7-heptanediol	7	16	2	132.19994	0.0	0	1	0	0	0	0	0
9795	231.25	InChI=1S/C14H10O4/c15-13(16)11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(17)18/h1-8H,(H,15,16)(H,17,18)	diphenic acid	14	10	4	242.2252	10.0	1	0	0	0	1	0	0
7370	47.25	InChI=1S/C18H18O4/c19-17(21-13-15-7-3-1-4-8-15)11-12-18(20)22-14-16-9-5-2-6-10-16/h1-10H,11-14H2	dibenzyl succinate	18	18	4	298.33152	10.0	1	0	0	0	0	1	0
10674	64.25	InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3	glycerol tripalmitate	51	98	6	807.3178200000001	3.0	0	0	0	0	0	1	0
8252	137.25	InChI=1S/C15H14O5/c1-19-9-3-5-11(13(16)7-9)15(18)12-6-4-10(20-2)8-14(12)17/h3-8,16-17H,1-2H3	2,2'-dihydroxy-4,4'-dimethoxybenzophenone	15	14	5	274.26666	9.0	1	1	1	0	0	0	1
2179	105.0	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	azelaic acid	9	16	4	188.21934000000002	2.0	0	0	0	0	1	0	0
65693	124.83	InChI=1S/C13H10O2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8,13-14H	xanthydrol	13	10	2	198.21649999999997	9.0	1	1	0	0	0	0	1
21111804	45.83	InChI=1S/C9H12O3/c1-10-7-5-4-6-8(11-2)9(7)12-3/h4-6H,1-3H3	1,2,3-trimethoxybenzene	9	12	3	168.18858	4.0	1	0	0	0	0	0	1
764	172.2025	InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H	hydroquinone	6	6	2	110.10984	4.0	1	1	0	0	0	0	0
172	-125.09	InChI=1S/C2H4O/c1-2-3/h2H,1H3	acetaldehyde	2	4	1	44.05216	1.0	0	0	0	1	0	0	0
7678	23.465999999999998	InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2	cyclohexanol	6	12	1	100.15848	1.0	0	1	0	0	0	0	0
7797	145.5	InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	diglycolic acid	4	6	5	134.08544	2.0	0	0	0	0	1	0	1
