Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
316,"6-Amino-1-hexanol",,"C<sub>6</sub>H<sub>15</sub>NO","4048-33-3",1732524,"117.189",,57,,"137<sup>30</sup>",,,,,,
317,"1-Amino-4-hydroxy-9,10-anthracenedione",,"C<sub>14</sub>H<sub>9</sub>NO<sub>3</sub>","116-85-8",2216557,"239.226",,"216.5",,,,,,,"s EtOH, ace",
318,"3-Amino-4-hydroxybenzenesulfonic acid",,"C<sub>6</sub>H<sub>7</sub>NO<sub>4</sub>S","98-37-3",514765,"189.190","orth (w+1)",">300",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth",
319,"4-Amino-2-hydroxybenzohydrazide","<i>p</i>-Aminosalicylic acid hydrazide","C<sub>7</sub>H<sub>9</sub>N<sub>3</sub>O<sub>2</sub>","6946-29-8",2965831,"167.165","nd (al)",195,,,,,,,"vs EtOH",
320,"2-Amino-3-hydroxybenzoic acid",,"C<sub>7</sub>H<sub>7</sub>NO<sub>3</sub>","548-93-6",973356,"153.136","lf (w)","253.5",,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, chl",
321,"4-Amino-2-hydroxybenzoic acid","<i>p</i>-Aminosalicylic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>3</sub>","65-49-6",473071,"153.136","nd, pl (al-eth)","150 dec",,,,,"2.0<sup>20</sup>",,"s H<sub>2</sub>O, EtOH, eth, ace; i bz, peth, chl",
322,"5-Amino-2-hydroxybenzoic acid","Mesalamine","C<sub>7</sub>H<sub>7</sub>NO<sub>3</sub>","89-57-6",2090421,"153.136",,"281.0(5)",,,,,,,"sl H<sub>2</sub>O; i EtOH",
323,"3-Amino-4-hydroxybutanoic acid","γ-Hydroxy-β-aminobutyric acid","C<sub>4</sub>H<sub>9</sub>NO<sub>3</sub>","589-44-6",1721705,"119.119","pr",216,,,,,,,"vs H<sub>2</sub>O; sl EtOH, chl, eth, AcOEt",
324,"4-Amino-3-hydroxybutanoic acid, (±)-",,"C<sub>4</sub>H<sub>9</sub>NO<sub>3</sub>","924-49-2",1721708,"119.119","pr (w), cry (dil al)",218,,,,,,,"vs H<sub>2</sub>O",
325,"1-Amino-4-hydroxy-2-methoxy-9,10-anthracenedione",,"C<sub>15</sub>H<sub>11</sub>NO<sub>4</sub>","2379-90-0",2420171,"269.253",,,,,,,,,"sl chl",
326,"4-Amino-5-hydroxy-2,7-naphthalenedisulfonic acid","1-Naphthol-8-amino-3,6-disulfonic acid","C<sub>10</sub>H<sub>9</sub>NO<sub>7</sub>S<sub>2</sub>","90-20-0",2225829,"319.311",,,,,,,,,"sl H<sub>2</sub>O, EtOH, eth",
327,"4-Amino-3-hydroxy-1-naphthalenesulfonic acid","1-Amino-2-naphthol-4-sulfonic acid","C<sub>10</sub>H<sub>9</sub>NO<sub>4</sub>S","116-63-2",2697469,"239.248","gray nd",,,,,,,,"i H<sub>2</sub>O, EtOH, bz; s alk",
328,"2-Amino-4-hydroxypteridine",,"C<sub>6</sub>H<sub>5</sub>N<sub>5</sub>O","2236-60-4",150294,"163.137","ye cry",">360",,,,,,,,
329,"5-Amino-1<i>H</i>-imidazole-4-carboxamide",,"C<sub>4</sub>H<sub>6</sub>N<sub>4</sub>O","360-97-4",,"126.117","cry (EtOH)",170,,,,,,,,
330,"(Aminoiminomethyl)urea",,"C<sub>2</sub>H<sub>6</sub>N<sub>4</sub>O","141-83-3",1756618,"102.095","pr",105,"160 dec",,,,,,"s H<sub>2</sub>O, py; sl EtOH; i eth, bz, chl, CS<sub>2</sub>",
331,"2-Amino-5-iodobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>INO<sub>2</sub>","5326-47-6",639029,"263.033",,"220 dec",,,,,,,"sl H<sub>2</sub>O, tfa; vs EtOH, eth, ace; s bz",
332,"4-Amino-1<i>H</i>-isoindole-1,3(2<i>H</i>)-dione",,"C<sub>8</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","2518-24-3",135779,"162.146",,"269.5",,,,,,,,
333,"4-Amino-3-isoxazolidinone, (<i>R</i>)-","Cycloserine","C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","68-41-7",80798,"102.092",,"155 dec",,,,,,,"s H<sub>2</sub>O; sl MeOH",
334,"1-Amino-2-methyl-9,10-anthracenedione","1-Amino-2-methylanthraquinone","C<sub>15</sub>H<sub>11</sub>NO<sub>2</sub>","82-28-0",650595,"237.254",,"205.5",,,,,,,"i H<sub>2</sub>O; s EtOH, bz, chl; sl eth",
335,"α-(Aminomethyl)benzenemethanol","Phenylethanolamine","C<sub>8</sub>H<sub>11</sub>NO","7568-93-6",971222,"137.179",,"56.5",,"160<sup>17</sup>",,,,,"vs H<sub>2</sub>O; s EtOH",
336,"β-(Aminomethyl)benzenepropanoic acid","4-Amino-3-phenylbutyric acid","C<sub>10</sub>H<sub>13</sub>NO<sub>2</sub>","1078-21-3",2804903,"179.216",,"252 dec",,,,,,,,
337,"2-Amino-5-methylbenzenesulfonic acid",,"C<sub>7</sub>H<sub>9</sub>NO<sub>3</sub>S","88-44-8",2211509,"187.216","lt ye nd","132 dec",,,,,,,"vs H<sub>2</sub>O",
338,"<i>trans</i>-4-(Aminomethyl)cyclohexanecarboxylic acid","Tranexamic acid","C<sub>8</sub>H<sub>15</sub>NO<sub>2</sub>","1197-18-8",,"157.211",,"249(4)",,,,,,,"vs H<sub>2</sub>O",
339,"4-Amino-4-methyl-2-pentanone","Diacetonamine","C<sub>6</sub>H<sub>13</sub>NO","625-04-7",635806,"115.173",,,,"25<sup>0.14</sup>",,,,,"s H<sub>2</sub>O; msc EtOH, eth",
340,"2-Amino-4-methylphenol",,"C<sub>7</sub>H<sub>9</sub>NO","95-84-1",606494,"123.152","cry (w), orth (bz), lf or nd",136,"subl",,,,,,"sl H<sub>2</sub>O, bz; s EtOH, eth, chl; i lig",
341,"4-Amino-2-methylphenol",,"C<sub>7</sub>H<sub>9</sub>NO","2835-96-3",2205841,"123.152","nd or lf (bz)","176.5","subl",,,,,,"sl H<sub>2</sub>O, bz; s EtOH, eth",
342,"4-Amino-3-methylphenol",,"C<sub>7</sub>H<sub>9</sub>NO","2835-99-6",2078803,"123.152","pr (dil al) cry (bz)",179,,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth; s DMSO",
343,"2-Amino-1-methyl-6-phenylimidazo[4,5-<i>b</i>]pyridine","PhIP","C<sub>13</sub>H<sub>12</sub>N<sub>4</sub>","105650-23-5",,"224.261","solid",327,,,,,,,,
344,"(Aminomethyl)phosphonic acid",,"CH<sub>6</sub>NO<sub>3</sub>P","1066-51-9",,"111.038","cry",309,,,,,,,,
345,"2-Amino-2-methyl-1,3-propanediol",,"C<sub>4</sub>H<sub>11</sub>NO<sub>2</sub>","115-69-5",635708,"105.136",,"110.93(5)",,"151<sup>10</sup>",,,,,"vs H<sub>2</sub>O; s EtOH",
346,"2-Amino-2-methylpropanoic acid","2-Methylalanine","C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","62-57-7",506496,"103.120","mcl pr",335,"280 subl",,,,"138<sup>25</sup>",,"vs H<sub>2</sub>O; sl EtOH; i eth",
347,"<small>L</small>-3-Amino-2-methylpropanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","144-90-1",,"103.120","cry (w)",185,,,,,,,,
348,"2-Amino-2-methyl-1-propanol","2-Aminoisobutanol","C<sub>4</sub>H<sub>11</sub>NO","124-68-5",505979,"89.136",,"25.5","163.8(8)",,"0.934<sup>20</sup>","1.449<sup>20</sup>",,,"msc H<sub>2</sub>O; s ctc",
349,"3-(Aminomethyl)-3,5,5-trimethylcyclohexanol","1-Hydroxy-3-aminomethyl-3,5,5-trimethylcyclohexane","C<sub>10</sub>H<sub>21</sub>NO","15647-11-7",2827544,"171.280",,"45.5",265,,"0.969<sup>25</sup>","1.4904<sup>20</sup>",,,,
350,"3-Amino-2-naphthalenecarboxylic acid","3-Amino-2-naphthoic acid","C<sub>11</sub>H<sub>9</sub>NO<sub>2</sub>","5959-52-4",744099,"187.195","ye lf (dil al)","216.5",,,,,,,"s EtOH, eth",
