Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
18,"Acetanilide","<i>N</i>-Phenylacetamide","C<sub>8</sub>H<sub>9</sub>NO","103-84-4",606468,"135.163",,"114.35(4)","292(9)",,"1.2190<sup>15</sup>",,"5.2<sup>20</sup>",,"sl H<sub>2</sub>O; vs EtOH, ace; s eth, s bz, tol",
19,"Acetazolamide","<i>N</i>-[5-(Aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide","C<sub>4</sub>H<sub>6</sub>N<sub>4</sub>O<sub>3</sub>S<sub>2</sub>","59-66-5",212994,"222.246",,"260.5",,,,,"1.0<sup>30</sup>",,"sl H<sub>2</sub>O",
20,"Acethion",,"C<sub>8</sub>H<sub>17</sub>O<sub>4</sub>PS<sub>2</sub>","919-54-0",,"272.322","liq",,,"137<sup>1.5</sup>","1.18<sup>20</sup>",,,,,
21,"Acetic acid","Ethanoic acid","C<sub>2</sub>H<sub>4</sub>O<sub>2</sub>","64-19-7",506007,"60.052","col liq","17(3)","117.9(2)",,"1.0510<sup>20</sup>","1.3720<sup>20</sup>",,"2.07","msc H<sub>2</sub>O, EtOH, eth, ace, bz; s chl, CS<sub>2</sub>",
22,"Acetic acid, 2-phenylhydrazide",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","114-83-0",742880,"150.177","hex pr (eth)","130.0",,,,,,,"vs H<sub>2</sub>O, EtOH; sl eth, chl, tfa; s bz",
23,"Acetic anhydride","Acetyl acetate","C<sub>4</sub>H<sub>6</sub>O<sub>3</sub>","108-24-7",385737,"102.089","liq","-73.4(8)","139.5(3)",,"1.082<sup>20</sup>","1.3901<sup>20</sup>",,"0.680","vs H<sub>2</sub>O; s EtOH, bz; msc eth; sl ctc",
24,"Acetoacetanilide",,"C<sub>10</sub>H<sub>11</sub>NO<sub>2</sub>","102-01-2",473419,"177.200","pr or nd (bz or lig)",86,,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, bz, chl, acid, lig",
25,"Acetoacetic acid",,"C<sub>4</sub>H<sub>6</sub>O<sub>3</sub>","541-50-4",1747690,"102.089","cry (eth)","36.5","100 dec",,,,,,"vs H<sub>2</sub>O, eth, EtOH",
26,"2-Acetoacetoxyethyl methacrylate","2-(Methacryloyloxy)ethyl acetoacetate","C<sub>10</sub>H<sub>14</sub>O<sub>5</sub>","21282-97-3",,"214.215","liq",,,"100<sup>0.8</sup>","1.122","1.4560<sup>20</sup>",,,,
27,"Acetochlor","Acetamide, 2-chloro-<i>N</i>-(ethoxymethyl)-<i>N</i>-(2-ethyl-6-methylphenyl)-","C<sub>14</sub>H<sub>20</sub>ClNO<sub>2</sub>","34256-82-1",,"269.768","ye liq",,,"134<sup>0.4</sup>",,"1.5272<sup>20</sup>",,,"sl H<sub>2</sub>O",
28,"Acetohexamide",,"C<sub>15</sub>H<sub>20</sub>N<sub>2</sub>O<sub>4</sub>S","968-81-0",,"324.396","cry (EtOH aq)",188,,,,,"0.013<sup>37</sup>",,"i H<sub>2</sub>O, eth; sl EtOH, chl; s py",
29,"Acetohydrazide",,"C<sub>2</sub>H<sub>6</sub>N<sub>2</sub>O","1068-57-1",506165,"74.081",,67,,"137<sup>25</sup>",,,,,"s H<sub>2</sub>O, EtOH; sl eth",
30,"Acetohydroxamic acid","<i>N</i>-Hydroxyacetamide","C<sub>2</sub>H<sub>5</sub>NO<sub>2</sub>","546-88-3",,"75.067","hyg cry",90,,,,,,,,
31,"1-Acetonaphthone",,"C<sub>12</sub>H<sub>10</sub>O","941-98-0",1100618,"170.206",,34,297,,"1.1171<sup>21</sup>","1.6280<sup>22</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, chl",
32,"2-Acetonaphthone",,"C<sub>12</sub>H<sub>10</sub>O","93-08-3",774965,"170.206","nd (lig, dil al)","52(1)",302,,,,,,"sl EtOH, ctc",
33,"Acetone","2-Propanone","C<sub>3</sub>H<sub>6</sub>O","67-64-1",635680,"58.079","liq","-94.9(4)","56.08(7)",,"0.7902<sup>20</sup>","1.3588<sup>20</sup>",,"30.8","msc H<sub>2</sub>O, EtOH, eth, ace, bz, chl",
34,"Acetone cyanohydrin",,"C<sub>4</sub>H<sub>7</sub>NO","75-86-5",605391,"85.105","liq","-19","180(21)","82<sup>23</sup>","0.932<sup>19</sup>","1.3992<sup>20</sup>",,,"vs H<sub>2</sub>O, EtOH, eth; s ace, bz, chl; i peth",
35,"Acetone (2,4-dinitrophenyl)hydrazone",,"C<sub>9</sub>H<sub>10</sub>N<sub>4</sub>O<sub>4</sub>","1567-89-1",960878,"238.200","ye nd or pl (al)",128,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, bz, chl, AcOEt",
36,"Acetone (1-methylethylidene)hydrazone","Dimethyl ketazine","C<sub>6</sub>H<sub>12</sub>N<sub>2</sub>","627-70-3",956583,"112.172","liq","-12.5",133,,"0.8390<sup>20</sup>","1.4535<sup>20</sup>",,,"msc H<sub>2</sub>O, EtOH, eth; s ace",
37,"Acetone thiosemicarbazide",,"C<sub>4</sub>H<sub>9</sub>N<sub>3</sub>S","1752-30-3",,"131.199","ye cry",176,,,,,,,"s ace",
38,"Acetonitrile","Methyl cyanide","C<sub>2</sub>H<sub>3</sub>N","75-05-8",741857,"41.052","liq","-44(1)","81.6(2)",,"0.7825<sup>20</sup>","1.3442<sup>30</sup>","681<sup>-3</sup>","11.9","msc H<sub>2</sub>O, EtOH, eth, ace, bz, ctc",
39,"Acetophenone","Methyl phenyl ketone","C<sub>8</sub>H<sub>8</sub>O","98-86-2",605842,"120.149","mcl pr or pl","19.4(4)","202.1(2)",,"1.0281<sup>20</sup>","1.5372<sup>20</sup>","6.7<sup>20</sup>","0.049","sl H<sub>2</sub>O; s EtOH, eth, ace, bz, con sulf, chl",
40,"Acetophenone azine","Methylphenyl ketazine","C<sub>16</sub>H<sub>16</sub>N<sub>2</sub>","729-43-1",1912471,"236.311",,120,,,,,,,,
41,"Acetoxon","Acetophos","C<sub>8</sub>H<sub>17</sub>O<sub>5</sub>PS","2425-25-4",,"256.257","liq",,,"73<sup>0.005</sup>",,,,,,
42,"<i>N</i>-Acetylacetamide",,"C<sub>4</sub>H<sub>7</sub>NO<sub>2</sub>","625-77-4",1747662,"101.105","nd (eth)",79,"223.5",,,,,,"s H<sub>2</sub>O, EtOH, eth, chl, lig",
43,"<i>N</i>-Acetyl-<small>L</small>-alanine",,"C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>","97-69-8",,"131.130",,125,,,,,,,,
44,"4-(Acetylamino)benzenesulfonyl chloride","Acetylsulfanilyl chloride","C<sub>8</sub>H<sub>8</sub>ClNO<sub>3</sub>S","121-60-8",746676,"233.673","nd (bz), pr (bz-chl)",149,,,,,,,"vs EtOH, eth; s bz, chl",
45,"2-(Acetylamino)benzoic acid",,"C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","89-52-1",880371,"179.172","nd (HOAc)","187.5",,,,,,,"sl H<sub>2</sub>O; s EtOH; vs eth, ace, bz, HOAc",
46,"4-(Acetylamino)benzoic acid",,"C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","556-08-1",390602,"179.172","nd (HOAc)","256.5",,,,,,,"i H<sub>2</sub>O; s EtOH; sl eth, tfa",
47,"2-(Acetylamino)-2-deoxy-<small>D</small>-glucose","<i>N</i>-Acetyl-<small>D</small>-glucosamine","C<sub>8</sub>H<sub>15</sub>NO<sub>6</sub>","7512-17-6",,"221.208",,205,,,,,,,,
48,"2-(Acetylamino)-2-deoxy-<small>D</small>-mannose","<i>N</i>-Acetyl-<small>D</small>-mannosamine","C<sub>8</sub>H<sub>15</sub>NO<sub>6</sub>","3615-17-6",,"221.208","cry (ace aq)",128,,,,,,,"dec alk",
49,"2-(Acetylamino)fluorene",,"C<sub>15</sub>H<sub>13</sub>NO","53-96-3",2807677,"223.270","cry (dil al)",193,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, HOAc",
50,"4-(Acetylamino)fluorene",,"C<sub>15</sub>H<sub>13</sub>NO","28322-02-3",,"223.270","br cry (bz)",200,,,,,,,,
201,"Allyl phenyl ether",,"C<sub>9</sub>H<sub>10</sub>O","1746-13-0",1905622,"134.174",,,"190.5(8)",,"0.9811<sup>20</sup>","1.5223<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH; msc eth; sl ctc",
202,"5-Allyl-5-phenyl-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","Phenallymal","C<sub>13</sub>H<sub>12</sub>N<sub>2</sub>O<sub>3</sub>","115-43-5",227510,"244.245",,"156.5",,,,,,,"sl H<sub>2</sub>O, bz, DMSO; vs EtOH, eth; i lig",
203,"Allyl propanoate","2-Propenyl propanoate","C<sub>6</sub>H<sub>10</sub>O<sub>2</sub>","2408-20-0",1743840,"114.142",,,"123(5)",,"0.9140<sup>20</sup>","1.4105<sup>20</sup>",,,"s EtOH, eth, ace",
204,"<i>N</i>-Allyl-2-propen-1-amine","Diallylamine","C<sub>6</sub>H<sub>11</sub>N","124-02-7",773718,"97.158",,,"112(3)",,,"1.4387<sup>20</sup>",,,"s EtOH, eth",
205,"Allyl propyl disulfide",,"C<sub>6</sub>H<sub>12</sub>S<sub>2</sub>","2179-59-1",,"148.289",,,,"79<sup>13</sup>",,"1.5219<sup>20</sup>",,,,
206,"3-(Allylsulfinyl)-<small>L</small>-alanine, (<i>S</i>)-","Alliin","C<sub>6</sub>H<sub>11</sub>NO<sub>3</sub>S","556-27-4",,"177.221","nd (dil ac)",165,,,,,,,"vs H<sub>2</sub>O",
207,"Allylthiourea","Thiosinamine","C<sub>4</sub>H<sub>8</sub>N<sub>2</sub>S","109-57-9",1071470,"116.185","mcl or orth pr (w)","77(3)",,,"1.217<sup>20</sup>","1.5936<sup>78</sup>",,,"s H<sub>2</sub>O, EtOH; sl eth; i bz",
208,"Allyltrichlorosilane","Trichloro-2-propenylsilane","C<sub>3</sub>H<sub>5</sub>Cl<sub>3</sub>Si","107-37-9",1743449,"175.517",,35,"118(3)",,"1.2011<sup>20</sup>","1.4460<sup>20</sup>",,,,
209,"Allyltriethoxysilane",,"C<sub>9</sub>H<sub>20</sub>O<sub>3</sub>Si","2550-04-1",1772306,"204.339",,,,"100<sup>50</sup>, 82<sup>28</sup>","0.9030<sup>20</sup>","1.4072<sup>20</sup>",,,,
210,"Allyltrimethylsilane",,"C<sub>6</sub>H<sub>14</sub>Si","762-72-1",906755,"114.261",,,85,,"0.7158<sup>25</sup>","1.4074<sup>20</sup>",,,"i H<sub>2</sub>O",
211,"Allylurea",,"C<sub>4</sub>H<sub>8</sub>N<sub>2</sub>O","557-11-9",1745068,"100.119","nd (al)",85,,,,,,,"msc H<sub>2</sub>O, EtOH; sl eth, chl; i peth",
212,"Allyl vinyl ether","3-(Ethenyloxy)-1-propene","C<sub>5</sub>H<sub>8</sub>O","3917-15-5",1697665,"84.117",,,66,,"0.7900<sup>20</sup>","1.4062<sup>20</sup>",,,"i H<sub>2</sub>O; s eth, ace, chl",
213,"Aloin A",,"C<sub>21</sub>H<sub>22</sub>O<sub>9</sub>","1415-73-2",,"418.395",,"149.3",,,,,,,"s H<sub>2</sub>O, EtOH, ace; sl eth, bz; i chl",
214,"Alphaprodine",,"C<sub>16</sub>H<sub>23</sub>NO<sub>2</sub>","15867-21-7",,"261.360","cry",103,,,,,,,,
215,"Alstonidine",,"C<sub>22</sub>H<sub>24</sub>N<sub>2</sub>O<sub>4</sub>","25394-75-6",57346,"380.437","cry (eth)",189,,,,,,,"vs ace, EtOH",
216,"Alstonine",,"C<sub>21</sub>H<sub>20</sub>N<sub>2</sub>O<sub>3</sub>","642-18-2",,"348.395","ye nd (ace)","207 dec",,,,,,,,
217,"<small>D</small>-Altrose",,"C<sub>6</sub>H<sub>12</sub>O<sub>6</sub>","1990-29-0",1724621,"180.155","pr (MeOH,al)","103.5",,,,,,,"vs H<sub>2</sub>O",
218,"Aluminum 2-butoxide","2-Butanol, aluminum salt","C<sub>12</sub>H<sub>27</sub>AlO<sub>3</sub>","2269-22-9",,"246.322",,,,"197<sup>20</sup>",,,,,,
219,"Aluminum distearate","Hydroxyaluminum distearate","C<sub>36</sub>H<sub>71</sub>AlO<sub>5</sub>","300-92-5",,"610.928","wh pow",145,,,,,,,"i H<sub>2</sub>O",
220,"Aluminum ethanolate","Aluminum ethoxide","C<sub>6</sub>H<sub>15</sub>AlO<sub>3</sub>","555-75-9",,"162.163","liq/wh solid",140,,"200<sup>7</sup>",,,,,"dec H<sub>2</sub>O; sl xyl",
221,"Aluminum isopropoxide",,"C<sub>9</sub>H<sub>21</sub>AlO<sub>3</sub>","555-31-7",,"204.243","hyg wh solid",119,,"135<sup>10</sup>, 94<sup>0.5</sup>",,,,,"reac H<sub>2</sub>O; s EtOH, bz, peth, chl",
222,"Alverine","<i>N</i>-Ethyl-bis(3-phenylpropyl)amine","C<sub>20</sub>H<sub>27</sub>N","150-59-4",,"281.435","oil",,,"166<sup>0.3</sup>",,,,,,
223,"α-Amanitin",,"C<sub>39</sub>H<sub>54</sub>N<sub>10</sub>O<sub>14</sub>S","23109-05-9",,"918.970","nd","254 dec",,,,,,,,
224,"Amaranth dye",,"C<sub>20</sub>H<sub>11</sub>N<sub>2</sub>Na<sub>3</sub>O<sub>10</sub>S<sub>3</sub>","915-67-3",,"604.472","dk red pow",,,,,,,,"s H<sub>2</sub>O",
225,"Ametryn","<i>N</i>-Ethyl-<i>N'</i>-(1-methylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine","C<sub>9</sub>H<sub>17</sub>N<sub>5</sub>S","834-12-8",,"227.330",,"83.6(5)",,,,,"0.190<sup>20</sup>",,,
226,"19-Amino-8,11,13-abietatriene",,"C<sub>20</sub>H<sub>31</sub>N","1446-61-3",,"285.467","cry","44.5",,,,,,,,
227,"2-Aminoacetamide","Glycine amide","C<sub>2</sub>H<sub>6</sub>N<sub>2</sub>O","598-41-4",635783,"74.081","hyg nd (chl)","67.5",,,,,,,"vs H<sub>2</sub>O, EtOH; sl eth, bz; s ace, chl",
228,"Aminoacetonitrile",,"C<sub>2</sub>H<sub>4</sub>N<sub>2</sub>","540-61-4",773694,"56.066",,,,"58<sup>15</sup>",,,,,"vs EtOH",
229,"Aminoacetonitrile monohydrochloride",,"C<sub>2</sub>H<sub>5</sub>ClN<sub>2</sub>","6011-14-9",3652325,"92.527","hyg cry (al)","165 dec",,,,,,,,
230,"α-Aminoacetophenone hydrochloride",,"C<sub>8</sub>H<sub>10</sub>ClNO","5468-37-1",3563173,"171.624",,"194 dec",,,,,,,,
231,"1-Aminoadamantane hydrochloride","Adamantanamine hydrochloride","C<sub>10</sub>H<sub>18</sub>ClN","665-66-7",4198854,"187.710","cry (al-eth)","360 dec",,,,,,,"vs H<sub>2</sub>O, EtOH",
232,"2-Aminoadipic acid",,"C<sub>6</sub>H<sub>11</sub>NO<sub>4</sub>","626-71-1",1773077,"161.156","pl (w)","207.0",,,,,,,"sl H<sub>2</sub>O, EtOH, eth",
233,"3-Aminoalanine","2,3-Diaminopropionic acid","C<sub>3</sub>H<sub>8</sub>N<sub>2</sub>O<sub>2</sub>","515-94-6",1721401,"104.108","hyg rosettes",110,,,,,,,"vs H<sub>2</sub>O",
234,"1-Amino-9,10-anthracenedione","1-Aminoanthraquinone","C<sub>14</sub>H<sub>9</sub>NO<sub>2</sub>","82-45-1",396360,"223.227","red nd (al)","253.5","subl",,,,,,"vs ace, bz, EtOH, chl",
235,"2-Amino-9,10-anthracenedione","2-Aminoanthraquinone","C<sub>14</sub>H<sub>9</sub>NO<sub>2</sub>","117-79-3",745903,"223.227","red nd (al, HOAc)","304.5","subl",,,,"0.00016<sup>25</sup>",,"i H<sub>2</sub>O, eth; sl EtOH; s ace, bz, chl",
236,"4-Aminoazobenzene",,"C<sub>12</sub>H<sub>11</sub>N<sub>3</sub>","60-09-3",513850,"197.235","oran mcl nd (al)","125(1)",">360",,,,"0.030<sup>25</sup>",,"sl H<sub>2</sub>O, lig; s EtOH, eth, bz, chl",
237,"2-Aminobenzaldehyde",,"C<sub>7</sub>H<sub>7</sub>NO","529-23-7",507154,"121.137","silv lf","40.5",,"80<sup>2</sup>",,,,,"sl H<sub>2</sub>O; vs EtOH, eth; s bz, chl; i lig",
238,"3-Aminobenzaldehyde",,"C<sub>7</sub>H<sub>7</sub>NO","1709-44-0",970179,"121.137","nd (AcOEt)",29,,,,,,,"s eth, acid",
239,"4-Aminobenzaldehyde",,"C<sub>7</sub>H<sub>7</sub>NO","556-18-3",1362885,"121.137","pl (w)","71.5",,,,,,,"s H<sub>2</sub>O, EtOH, eth, acid",
240,"2-Aminobenzamide",,"C<sub>7</sub>H<sub>8</sub>N<sub>2</sub>O","88-68-6",508509,"136.151",,"110.5 dec",,,,,,,"s H<sub>2</sub>O, EtOH; sl eth, bz; vs AcOEt",
241,"4-Aminobenzamide",,"C<sub>7</sub>H<sub>8</sub>N<sub>2</sub>O","2835-68-9",2079485,"136.151","ye cry (+1/4w)",183,,,,,,,"sl H<sub>2</sub>O; s EtOH, eth",
242,"α-Aminobenzeneacetic acid, (±)-","α-Phenylglycine","C<sub>8</sub>H<sub>9</sub>NO<sub>2</sub>","2835-06-5",3197862,"151.163","pl","292 dec","255 subl",,,,,,"s alk; sl os",
243,"4-Aminobenzeneacetic acid","<i>p</i>-Aminophenylacetic acid","C<sub>8</sub>H<sub>9</sub>NO<sub>2</sub>","1197-55-3",2208094,"151.163","pl (w)","195(1)",,,,,,,"i H<sub>2</sub>O; sl EtOH, DMSO",
244,"5-Amino-1,3-benzenedicarboxylic acid",,"C<sub>8</sub>H<sub>7</sub>NO<sub>4</sub>","99-31-0",2805628,"181.147","pr(al), pl(w)",360,"subl",,,,,,"i H<sub>2</sub>O; sl EtOH",
245,"4-Aminobenzeneethanol",,"C<sub>8</sub>H<sub>11</sub>NO","104-10-9",907205,"137.179","nd (al)",108,,,,,,,,
246,"2-Aminobenzenemethanamine",,"C<sub>7</sub>H<sub>10</sub>N<sub>2</sub>","4403-69-4",742364,"122.167",,61,269,,,,,,"vs EtOH",
247,"2-Aminobenzenemethanol",,"C<sub>7</sub>H<sub>9</sub>NO","5344-90-1",1072211,"123.152",,"83.5",273,,,,,,"s H<sub>2</sub>O, EtOH, eth, HOAc; vs bz, chl",
248,"4-Aminobenzenesulfonamide","Sulfanilamide","C<sub>6</sub>H<sub>8</sub>N<sub>2</sub>O<sub>2</sub>S","63-74-1",511852,"172.205","lf (dil al)","162.2(4)",,,"1.08<sup>25</sup>",,"7.2<sup>20</sup>",,"s H<sub>2</sub>O, EtOH, eth, ace; sl chl, peth",
249,"2-Aminobenzenesulfonic acid","Orthanilic acid","C<sub>6</sub>H<sub>7</sub>NO<sub>3</sub>S","88-21-1",1309204,"173.190","pr (+ 1/2w)",">320 dec",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth",
250,"3-Aminobenzenesulfonic acid","Metanilic acid","C<sub>6</sub>H<sub>7</sub>NO<sub>3</sub>S","121-47-1",473264,"173.190","nd, pr (w +1)","dec",,,,,,,"sl H<sub>2</sub>O, EtOH; i eth",
251,"4-Aminobenzenesulfonic acid","Sulfanilic acid","C<sub>6</sub>H<sub>7</sub>NO<sub>3</sub>S","121-57-3",908765,"173.190","orth pl or mcl (w+2)",288,,,"1.485<sup>25</sup>",,"5.9<sup>7</sup>",,"sl H<sub>2</sub>O; i EtOH, eth",
252,"4-Aminobenzenesulfonyl fluoride","<i>p</i>-Sulfanilyl fluoride","C<sub>6</sub>H<sub>6</sub>FNO<sub>2</sub>S","98-62-4",2209488,"175.181",,"68.5",,,,,,,,
253,"2-Aminobenzenethiol",,"C<sub>6</sub>H<sub>7</sub>NS","137-07-5",606076,"125.192",,26,234,,,"1.4606<sup>20</sup>",,,"s EtOH, eth",
254,"4-Aminobenzenethiol",,"C<sub>6</sub>H<sub>7</sub>NS","1193-02-8",906904,"125.192",,46,,"143<sup>17</sup>",,,,,"s H<sub>2</sub>O, EtOH",
255,"2-Aminobenzonitrile",,"C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","1885-29-6",907187,"118.136","ye pr (CS<sub>2</sub>) nd (peth)",51,263,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, ace, bz; i peth",
256,"3-Aminobenzonitrile",,"C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","2237-30-1",636498,"118.136","nd (dil al or CCl<sub>4</sub>)","53(2)",289,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, ace, chl",
257,"4-Aminobenzonitrile",,"C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","873-74-5",774507,"118.136","pr or pl (w)","86.2(5)",,,,,,,"sl H<sub>2</sub>O, ctc; vs EtOH, eth, ace, bz",
258,"4-Aminobenzophenone",,"C<sub>13</sub>H<sub>11</sub>NO","1137-41-3",389292,"197.232","lf (dil al)","123(2)",,"246<sup>13</sup>",,,,,"sl H<sub>2</sub>O, tfa; s EtOH, eth, HOAc",
259,"<i>N</i>-(4-Aminobenzoyl)-<small>L</small>-glutamic acid",,"C<sub>12</sub>H<sub>14</sub>N<sub>2</sub>O<sub>5</sub>","4271-30-1",2816320,"266.249","cry (w)",173,,,,,,,,
260,"<i>N</i>-(4-Aminobenzoyl)glycine","<i>p</i>-Aminohippuric acid","C<sub>9</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>","61-78-9",1213676,"194.186","pr or nd (w)","198.5",,,,,,,"vs ace, bz, EtOH",
261,"2-Aminobiphenyl",,"C<sub>12</sub>H<sub>11</sub>N","90-41-5",471874,"169.222","lf (dil al)","49.13(4)","298.3(2)",,,,,,"i H<sub>2</sub>O; s EtOH, eth, bz; sl DMSO, peth",
262,"3-Aminobiphenyl",,"C<sub>12</sub>H<sub>11</sub>N","2243-47-2",2206824,"169.222","nd","31.5",,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz",
263,"4-Aminobiphenyl","<i>p</i>-Biphenylamine","C<sub>12</sub>H<sub>11</sub>N","92-67-1",386533,"169.222","lf (dil al)","51.0(6)",302,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, chl",
264,"2-Amino-5-bromobenzoic acid","5-Bromoanthranilic acid","C<sub>7</sub>H<sub>6</sub>BrNO<sub>2</sub>","5794-88-7",639028,"216.033","nd","219.5",,,,,,,"s DMSO",
265,"1-Amino-4-bromo-9,10-dihydro-9,10-dioxo-2-anthracenesulfonic acid","1-Amino-4-bromoanthraquinone-2-sulfonic acid","C<sub>14</sub>H<sub>8</sub>BrNO<sub>5</sub>S","116-81-4",2169372,"382.187","red nd (w)",,,,,,,,,
266,"<small>DL</small>-2-Aminobutanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","2835-81-6",635889,"103.120","lf (w)","304 dec","subl",,"1.2300<sup>20</sup>",,"211<sup>25</sup>",,"vs H<sub>2</sub>O; sl EtOH; i eth, bz",
267,"<small>L</small>-2-Aminobutanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","1492-24-6",1720935,"103.120","lf (dil al), cry (al)","292 dec",,,,,,,"s H<sub>2</sub>O; sl EtOH, eth; i bz",
268,"<small>DL</small>-3-Aminobutanoic acid",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","2835-82-7",1720563,"103.120","nd (al)","194.3",,,,,"1250<sup>25</sup>",,"vs H<sub>2</sub>O; i EtOH, eth, bz",
269,"4-Aminobutanoic acid","γ-Aminobutyric acid","C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","56-12-2",906818,"103.120","pr or nd (al) lf (MeOH-eth)","203 dec",,,,,,,"vs H<sub>2</sub>O; sl EtOH, ace; i eth, bz",
270,"2-Amino-1-butanol, (±)-",,"C<sub>4</sub>H<sub>11</sub>NO","13054-87-0",1718931,"89.136","liq","-1.0","178(9)",,"0.9162<sup>20</sup>","1.4489<sup>25</sup>",,,"msc H<sub>2</sub>O, EtOH, eth; sl chl",
271,"4-Amino-1-butanol",,"C<sub>4</sub>H<sub>11</sub>NO","13325-10-5",1731411,"89.136",,,"203(11)","125<sup>34</sup>","0.967<sup>12</sup>","1.4625<sup>20</sup>",,,"s H<sub>2</sub>O, EtOH; i eth",
272,"4-Amino-<i>N</i>-[(butylamino)carbonyl]benzenesulfonamide","Carbutamide","C<sub>11</sub>H<sub>17</sub>N<sub>3</sub>O<sub>3</sub>S","339-43-5",2218915,"271.336",,"144.5",,,,,"0.53<sup>37</sup>",,,
273,"Aminocarb",,"C<sub>11</sub>H<sub>16</sub>N<sub>2</sub>O<sub>2</sub>","2032-59-9",,"208.257","cry","95.0(3)",,,,,,,"sl H<sub>2</sub>O, bz; s ace",
274,"<i>N</i>-(Aminocarbonyl)acetamide",,"C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","591-07-1",1751301,"102.092",,218,"180 subl",,,,,,"sl H<sub>2</sub>O, eth; s EtOH",
275,"[4-[(Aminocarbonyl)amino]phenyl]arsonic acid","Carbarsone","C<sub>7</sub>H<sub>9</sub>AsN<sub>2</sub>O<sub>4</sub>","121-59-5",2940926,"260.079","nd (w)",174,,,,,,,"sl H<sub>2</sub>O, DMSO, EtOH; i eth, chl; s alk",
276,"<i>N</i>-(Aminocarbonyl)-2-bromo-2-ethylbutanamide","Carbromal","C<sub>7</sub>H<sub>13</sub>BrN<sub>2</sub>O<sub>2</sub>","77-65-6",1775637,"237.094","orth (dil al)",118,,,"1.544<sup>25</sup>",,,,"sl H<sub>2</sub>O, chl; s ace, bz",
277,"<i>N</i>-(Aminocarbonyl)-2-bromo-3-methylbutanamide","Bromisovalum","C<sub>6</sub>H<sub>11</sub>BrN<sub>2</sub>O<sub>2</sub>","496-67-3",1773255,"223.067","nd or lf (to)",154,"subl",,"1.56<sup>15</sup>",,,,"vs ace, bz, eth, EtOH",
278,"[2-(Aminocarbonyl)phenoxy]acetic acid","Salicylamide <i>O</i>-acetic acid","C<sub>9</sub>H<sub>9</sub>NO<sub>4</sub>","25395-22-6",2109681,"195.172",,221,,,,,,,"s alk",
279,"7-Aminocephalosporanic acid",,"C<sub>10</sub>H<sub>12</sub>N<sub>2</sub>O<sub>5</sub>S","957-68-6",,"272.277","cry",,,,,,,,,
280,"1-Amino-5-chloro-9,10-anthracenedione","1-Amino-5-chloroanthraquinone","C<sub>14</sub>H<sub>8</sub>ClNO<sub>2</sub>","117-11-3",2215893,"257.673",,212,,,,,,,,
281,"4-Amino-6-chloro-1,3-benzenedisulfonamide","Chloraminophenamide","C<sub>6</sub>H<sub>8</sub>ClN<sub>3</sub>O<sub>4</sub>S<sub>2</sub>","121-30-2",1083877,"285.729",,"254.5",,,,,,,,
282,"5-Amino-2-chlorobenzenesulfonic acid","6-Chlorometanilic acid","C<sub>6</sub>H<sub>6</sub>ClNO<sub>3</sub>S","88-43-7",,"207.635","nd (w)","280 dec",,,,,,,,
283,"2-Amino-5-chlorobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>ClNO<sub>2</sub>","635-21-2",639027,"171.582",,211,,,,,,,,
284,"5-Amino-2-chlorobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>ClNO<sub>2</sub>","89-54-3",2090422,"171.582",,188,,,"1.519<sup>15</sup>",,,,"vs EtOH",
